,Users_ID,Clusters
1563,26668,2
1564,26678,10
1565,26680,5
1566,26681,10
1567,26682,8
1568,26686,9
1569,26703,9
1570,26706,7
1571,26708,9
1572,26711,3
1573,26718,9
1574,26725,5
1575,26740,6
1576,26742,4
1577,26744,3
1578,26746,7
1579,26753,6
1580,26756,6
1581,26757,10
1582,26762,6
1583,26765,10
1584,26766,3
1585,26772,4
1586,26777,3
1587,26797,2
1588,26798,2
1589,26799,10
1590,26828,10
1591,26832,7
1592,26837,9
1593,26864,3
1594,26870,7
1595,26871,7
1596,26875,7
1597,26884,5
1598,26887,3
1599,26889,2
1600,26904,6
1601,26913,7
1602,26923,1
1603,26930,2
1604,26938,10
1605,26940,6
1606,26951,7
1607,26971,3
1608,26975,8
1609,26984,7
1610,26986,7
1611,26992,2
1612,26997,3
1613,27005,6
1614,27014,7
1615,27019,10
1616,27036,10
1617,27056,3
1618,27094,2
1619,27100,3
1620,27105,1
1621,27119,7
1622,27134,6
1623,27136,5
1624,27138,9
1625,27204,7
1626,27216,4
1627,27224,1
1628,27228,8
1629,27244,10
1630,27273,7
1631,27274,1
1632,27305,10
1633,27316,3
1634,27319,3
1635,27343,5
1636,27345,10
1637,27350,7
1638,27353,7
1639,27386,3
1640,27401,7
1641,27429,4
1642,27447,8
1643,27478,2
1644,27510,4
1645,27527,10
1646,27551,3
1647,27558,7
1648,27561,1
1649,27580,6
1650,27586,9
1651,27589,5
1652,27594,3
1653,27616,10
1654,27619,6
1655,27621,6
1656,27623,7
1657,27625,5
1658,27671,4
1659,27696,8
1660,27712,4
1661,27730,8
1662,27739,8
1663,27753,5
1664,27772,3
1665,27777,4
1666,27785,8
1667,27792,9
1668,27793,7
1669,27805,2
1670,27807,3
1671,27825,1
1672,27905,5
1673,27935,3
1674,27939,1
1675,27947,5
1676,27949,6
1677,27952,2
1678,27970,6
1679,27975,8
1680,27982,4
1681,28007,1
1682,28028,4
1683,28040,1
1684,28093,3
1685,28106,2
1686,28142,6
1687,28172,10
1688,28193,3
1689,28194,1
1690,28203,1
1691,28206,6
1692,28214,3
1693,28234,10
1694,28241,3
1695,28254,9
1696,28260,5
1697,28263,3
1698,28267,3
1699,28307,10
1700,28310,7
1701,28350,7
1702,28352,7
1703,28362,10
1704,28365,7
1705,28375,3
1706,28382,1
1707,28397,8
1708,28425,3
1709,28430,9
1710,28433,5
1711,28434,4
1712,28439,8
1713,28445,10
1714,28446,5
1715,28447,8
1716,28448,7
1717,28450,10
1718,28453,8
1719,28459,7
1720,28463,3
1721,28470,2
1722,28478,7
1723,28480,1
1724,28481,8
1725,28488,1
1726,28500,8
1727,28507,2
1728,28514,5
1729,28517,3
1730,28522,10
1731,28525,10
1732,28526,10
1733,28527,4
1734,28531,3
1735,28541,6
1736,28546,10
1737,28548,7
1738,28552,10
1739,28553,1
1740,28581,8
1741,28582,7
1742,28583,8
1743,28590,7
1744,28608,7
1745,28618,2
1746,28625,3
1747,28681,3
1748,28688,2
1749,28689,7
1750,28695,5
1751,28701,4
1752,28706,6
1753,28707,10
1754,28768,10
1755,28781,9
1756,28794,8
1757,28804,6
1758,28805,8
1759,28819,7
1760,28823,4
1761,28826,7
1762,28829,8
1763,28833,7
1764,28838,10
1765,28845,7
1766,28852,10
1767,28853,8
1768,28859,10
1769,28874,10
1770,28883,1
1771,28898,6
1772,28900,4
1773,28919,3
1774,28924,2
1775,28926,5
1776,28934,8
1777,28976,5
1778,28988,9
1779,28990,3
1780,29030,8
1781,29035,4
1782,29036,7
1783,29037,2
1784,29049,2
1785,29060,3
1786,29067,10
1787,29071,4
1788,29103,1
1789,29120,3
1790,29122,6
1791,29129,3
1792,29144,10
1793,29182,1
1794,29183,3
1795,29193,3
1796,29208,6
1797,29209,5
1798,29215,7
1799,29233,7
1800,29236,6
1801,29247,4
1802,29248,1
1803,29251,6
1804,29271,2
1805,29278,10
1806,29318,1
1807,29346,3
1808,29350,2
1809,29377,5
1810,29393,4
1811,29405,8
1812,29407,7
1813,29415,2
1814,29421,10
1815,29437,7
1816,29440,2
1817,29459,7
1818,29467,9
1819,29471,8
1820,29491,10
1821,29495,3
1822,29527,1
1823,29529,10
1824,29533,5
1825,29566,7
1826,29570,9
1827,29577,2
1828,29578,2
1829,29582,1
1830,29585,10
1831,29586,8
1832,29593,3
1833,29595,4
1834,29596,5
1835,29602,3
1836,29606,4
1837,29613,5
1838,29617,7
1839,29618,7
1840,29620,8
1841,29628,1
1842,29630,3
1843,29632,3
1844,29638,8
1845,29640,7
1846,29663,10
1847,29666,7
1848,29672,5
1849,29674,7
1850,29681,8
1851,29688,3
1852,29693,3
1853,29704,6
1854,29705,3
1855,29713,6
1856,29718,10
1857,29721,2
1858,29724,10
1859,29734,3
1860,29737,8
1861,29738,10
1862,29745,3
1863,29753,3
1864,29759,4
1865,29771,5
1866,29772,10
1867,29779,7
1868,29784,4
1869,29791,10
1870,29804,7
1871,29808,4
1872,29813,4
1873,29821,6
1874,29823,3
1875,29826,5
1876,29848,10
1877,29850,8
1878,29852,2
1879,29856,8
1880,29866,7
1881,29880,7
1882,29890,6
1883,29895,5
1884,29897,2
1885,29900,8
1886,29906,3
1887,29936,7
1888,29945,1
1889,29979,8
1890,29982,8
1891,29983,8
1892,30026,10
1893,30028,4
1894,30035,8
1895,30039,4
1896,30041,8
1897,30044,7
1898,30045,3
1899,30061,6
1900,30067,8
1901,30073,3
1902,30082,3
1903,30098,3
1904,30106,3
1905,30109,3
1906,30124,7
1907,30134,1
1908,30147,8
1909,30153,1
1910,30155,8
1911,30165,3
1912,30179,10
1913,30184,3
1914,30189,6
1915,30218,10
1916,30221,7
1917,30262,10
1918,30270,10
1919,30277,10
1920,30291,9
1921,30306,7
1922,30310,10
1923,30341,1
1924,30343,8
1925,30346,10
1926,30348,10
1927,30359,8
1928,30361,10
1929,30367,3
1930,30373,3
1931,30383,6
1932,30388,3
1933,30389,7
1934,30396,2
1935,30407,2
1936,30414,7
1937,30416,1
1938,30425,4
1939,30434,7
1940,30439,7
1941,30442,3
1942,30443,2
1943,30444,3
1944,30449,4
1945,30463,2
1946,30467,6
1947,30471,4
1948,30475,4
1949,30483,4
1950,30488,6
1951,30489,4
1952,30495,2
1953,30531,8
1954,30532,10
1955,30548,7
1956,30551,3
1957,30563,8
1958,30570,7
1959,30573,2
1960,30576,9
1961,30581,4
1962,30582,3
1963,30589,10
1964,30593,2
1965,30595,3
1966,30598,2
1967,30604,7
1968,30606,10
1969,30641,8
1970,30644,9
1971,30654,10
1972,30661,7
1973,30673,3
1974,30690,3
1975,30696,9
1976,30702,3
1977,30706,10
1978,30719,10
1979,30720,4
1980,30721,3
1981,30728,3
1982,30730,7
1983,30731,4
1984,30746,7
1985,30748,8
1986,30754,3
1987,30765,2
1988,30774,7
1989,30783,8
1990,30784,2
1991,30805,8
1992,30811,8
1993,30823,3
1994,30825,2
1995,30842,7
1996,30845,4
1997,30848,10
1998,30850,2
1999,30858,1
2000,30863,8
2001,30881,1
2002,30890,10
2003,30891,7
2004,30913,3
2005,30916,6
2006,30917,10
2007,30929,3
2008,30931,2
2009,30954,7
2010,30963,2
2011,30966,1
2012,30972,10
2013,30981,2
2014,30985,8
2015,30986,3
2016,30997,3
2017,31011,10
2018,31016,7
2019,31032,5
2020,31036,7
2021,31046,1
2022,31049,3
2023,31050,10
2024,31052,8
2025,31060,9
2026,31063,7
2027,31066,3
2028,31070,5
2029,31092,1
2030,31099,2
2031,31103,3
2032,31114,3
2033,31130,1
2034,31134,1
2035,31152,10
2036,31161,4
2037,31179,6
2038,31185,3
2039,31190,4
2040,31191,7
2041,31195,7
2042,31212,4
2043,31215,1
2044,31229,2
2045,31236,3
2046,31241,8
2047,31244,6
2048,31246,3
2049,31297,3
2050,31307,6
2051,31308,6
2052,31314,3
2053,31317,3
2054,31348,7
2055,31358,2
2056,31372,6
2057,31379,9
2058,31383,8
2059,31406,7
2060,31420,10
2061,31430,3
2062,31456,7
2063,31490,2
2064,31505,6
2065,31512,5
2066,31513,3
2067,31548,7
2068,31552,8
2069,31555,5
2070,31573,4
2071,31574,8
2072,31591,6
2073,31597,6
2074,31612,3
2075,31622,8
2076,31631,10
2077,31632,1
2078,31642,4
2079,31651,8
2080,31653,8
2081,31663,3
2082,31667,1
2083,31676,8
2084,31686,7
2085,31693,7
2086,31695,2
2087,31699,10
2088,31701,7
2089,31705,8
2090,31719,10
2091,31720,2
2092,31773,3
2093,31789,2
2094,31798,7
2095,31799,3
2096,31847,10
2097,31853,7
2098,31859,10
2099,31873,8
2100,31875,1
2101,31880,5
2102,31895,6
2103,31904,3
2104,31908,4
2105,31911,7
2106,31919,4
2107,31921,4
2108,31935,3
2109,31950,10
2110,31952,1
2111,31958,8
2112,31969,7
2113,31973,3
2114,31979,7
2115,31984,1
2116,31988,6
2117,31996,8
2118,32004,3
2119,32012,3
2120,32017,3
2121,32025,7
2122,32039,9
2123,32043,7
2124,32046,3
2125,32047,1
2126,32051,1
2127,32055,10
2128,32067,6
2129,32070,8
2130,32076,2
2131,32100,8
2132,32102,8
2133,32106,7
2134,32117,2
2135,32121,9
2136,32132,2
2137,32138,9
2138,32144,3
2139,32153,10
2140,32159,8
2141,32168,3
2142,32174,10
2143,32203,2
2144,32225,2
2145,32229,2
2146,32232,1
2147,32241,6
2148,32242,4
2149,32275,3
2150,32285,4
2151,32290,4
2152,32297,3
2153,32298,1
2154,32330,3
2155,32334,5
2156,32337,4
2157,32343,5
2158,32345,7
2159,32346,7
2160,32369,10
2161,32376,3
2162,32392,7
2163,32426,1
2164,32440,3
2165,32449,7
2166,32451,10
2167,32458,2
2168,32461,4
2169,32475,8
2170,32477,1
2171,32478,3
2172,32484,3
2173,32507,4
2174,32522,10
2175,32638,3
2176,32649,4
2177,32650,3
2178,32685,9
2179,32712,2
2180,32717,10
2181,32718,3
2182,32734,3
2183,32772,5
2184,32791,1
2185,32844,7
2186,32877,1
2187,32939,9
2188,32975,5
2189,33020,4
2190,33033,10
2191,33068,1
2192,33089,6
2193,33140,10
2194,33153,1
2195,33232,4
2196,33259,6
2197,33273,1
2198,33274,6
2199,33294,3
2200,33323,3
2201,33340,3
2202,33348,7
2203,33357,8
2204,33358,3
2205,33394,8
2206,33396,1
2207,33410,10
2208,33424,6
2209,33425,7
2210,33433,2
2211,33450,10
2212,33475,7
2213,33477,3
2214,33503,1
2215,33517,4
2216,33525,1
2217,33527,1
2218,33539,1
2219,33543,10
2220,33559,1
2221,33568,9
2222,33580,3
2223,33595,8
2224,33598,8
2225,33605,5
2226,33611,8
2227,33622,6
2228,33628,3
2229,33632,7
2230,33636,3
2231,33643,4
2232,33646,6
2233,33650,6
2234,33668,10
2235,33676,6
2236,33694,10
2237,33707,3
2238,33735,8
2239,33757,7
2240,33760,5
2241,33786,7
2242,33787,3
2243,33811,4
2244,33812,3
2245,33846,10
2246,33852,6
2247,33856,4
2248,33857,5
2249,33859,1
2250,33861,7
2251,33874,7
2252,33898,3
2253,33914,10
2254,33915,8
2255,33923,8
2256,33925,6
2257,33926,3
2258,33937,9
2259,33941,10
2260,33942,1
2261,33953,5
2262,33973,10
2263,33976,8
2264,33985,10
2265,33990,3
2266,33996,10
2267,33997,10
2268,34048,5
2269,34066,3
2270,34072,3
2271,34075,7
2272,34102,2
2273,34124,10
2274,34134,1
2275,34159,7
2276,34192,10
2277,34216,3
2278,34219,6
2279,34224,7
2280,34225,7
2281,34230,3
2282,34234,9
2283,34237,1
2284,34245,10
2285,34253,4
2286,34263,2
2287,34269,2
2288,34303,7
2289,34308,10
2290,34312,2
2291,34335,1
2292,34358,6
2293,34361,10
2294,34373,10
2295,34375,10
2296,34401,8
2297,34415,7
2298,34419,5
2299,34429,2
2300,34432,10
2301,34433,5
2302,34441,7
2303,34450,10
2304,34463,6
2305,34466,4
2306,34476,3
2307,34489,1
2308,34494,5
2309,34504,9
2310,34508,7
2311,34516,7
2312,34543,9
2313,34545,4
2314,34546,10
2315,34566,2
2316,34583,8
2317,34596,3
2318,34601,7
2319,34622,9
2320,34634,5
2321,34638,9
2322,34641,8
2323,34651,8
2324,34654,2
2325,34658,8
2326,34665,7
2327,34676,8
2328,34685,7
2329,34692,7
2330,34700,2
2331,34706,3
2332,34718,6
2333,34723,7
2334,34725,3
2335,34747,10
2336,34756,3
2337,34758,3
2338,34779,3
2339,34803,3
2340,34807,10
2341,34810,3
2342,34829,8
2343,34840,1
2344,34846,3
2345,34851,4
2346,34857,10
2347,34869,1
2348,34873,4
2349,34874,2
2350,34880,1
2351,34881,10
2352,34887,4
2353,34888,8
2354,34890,10
2355,34892,10
2356,34893,3
2357,34912,7
2358,34915,7
2359,34917,6
2360,34920,1
2361,34938,10
2362,34945,6
2363,34948,10
2364,34953,3
2365,34959,8
2366,34961,3
2367,34975,7
2368,34978,3
2369,34979,8
2370,34980,7
2371,34984,4
2372,34995,2
2373,35008,10
2374,35011,3
2375,35037,10
2376,35062,1
2377,35069,1
2378,35072,3
2379,35073,7
2380,35077,7
2381,35081,10
2382,35091,10
2383,35102,3
2384,35104,7
2385,35128,9
2386,35143,10
2387,35144,1
2388,35147,9
2389,35156,10
2390,35157,10
2391,35168,4
2392,35170,10
2393,35189,9
2394,35198,2
2395,35201,4
2396,35208,6
2397,35218,10
2398,35222,5
2399,35223,4
2400,35228,10
2401,35235,8
2402,35238,4
2403,35239,3
2404,35253,10
2405,35270,2
2406,35271,7
2407,35275,1
2408,35282,4
2409,35288,10
2410,35300,3
2411,35311,10
2412,35323,4
2413,35329,3
2414,35343,10
2415,35353,8
2416,35355,10
2417,35360,8
2418,35369,6
2419,35371,9
2420,35374,7
2421,35375,8
2422,35378,7
2423,35382,8
2424,35405,8
2425,35406,1
2426,35411,3
2427,35425,3
2428,35436,9
2429,35438,8
2430,35443,6
2431,35450,6
2432,35454,10
2433,35456,1
2434,35470,5
2435,35480,10
2436,35482,3
2437,35499,2
2438,35502,10
2439,35518,10
2440,35530,6
2441,35536,9
2442,35546,6
2443,35554,6
2444,35561,10
2445,35566,7
2446,35575,10
2447,35589,4
2448,35611,7
2449,35618,4
2450,35622,1
2451,35633,3
2452,35637,8
2453,35643,1
2454,35654,3
2455,35660,7
2456,35662,10
2457,35706,8
2458,35707,6
2459,35709,10
2460,35711,5
2461,35720,7
2462,35722,10
2463,35724,7
2464,35728,7
2465,35736,7
2466,35743,6
2467,35745,3
2468,35769,2
2469,35786,4
2470,35789,7
2471,35797,4
2472,35808,7
2473,35842,4
2474,35847,7
2475,35851,7
2476,35852,3
2477,35853,4
2478,35869,10
2479,35888,4
2480,35892,8
2481,35913,7
2482,35926,3
2483,35927,4
2484,35931,9
2485,35950,2
2486,35958,2
2487,35971,6
2488,35973,6
2489,35978,3
2490,35990,7
2491,36023,8
2492,36029,5
2493,36034,8
2494,36046,7
2495,36061,3
2496,36071,5
2497,36076,6
2498,36092,7
2499,36099,8
2500,36106,9
2501,36114,5
2502,36122,3
2503,36134,9
2504,36153,10
2505,36154,8
2506,36161,7
2507,36167,3
2508,36187,9
2509,36206,7
2510,36211,3
2511,36221,6
2512,36260,3
2513,36263,6
2514,36267,10
2515,36272,7
2516,36296,6
2517,36301,2
2518,36306,10
2519,36313,5
2520,36333,7
2521,36389,9
2522,36393,9
2523,36396,10
2524,36399,10
2525,36405,10
2526,36410,2
2527,36412,6
2528,36418,3
2529,36424,8
2530,36428,6
2531,36429,10
2532,36457,9
2533,36466,7
2534,36472,8
2535,36477,10
2536,36499,10
2537,36500,5
2538,36504,3
2539,36514,2
2540,36531,5
2541,36539,10
2542,36544,2
2543,36545,10
2544,36550,10
2545,36556,8
2546,36569,9
2547,36571,3
2548,36575,7
2549,36579,5
2550,36580,9
2551,36584,2
2552,36588,3
2553,36602,4
2554,36604,4
2555,36630,4
2556,36633,9
2557,36636,1
2558,36649,10
2559,36653,8
2560,36656,6
2561,36657,7
2562,36659,7
2563,36667,3
2564,36668,4
2565,36679,4
2566,36685,6
2567,36694,8
2568,36701,4
2569,36720,7
2570,36725,7
2571,36742,7
2572,36747,9
2573,36758,4
2574,36769,7
2575,36775,9
2576,36781,3
2577,36782,3
2578,36788,7
2579,36793,9
2580,36805,7
2581,36815,2
2582,36825,3
2583,36843,8
2584,36855,6
2585,36868,2
2586,36876,4
2587,36882,7
2588,36886,3
2589,36891,3
2590,36897,7
2591,36902,4
2592,36907,2
2593,36918,3
2594,36932,10
2595,36937,2
2596,36939,10
2597,36941,7
2598,36956,9
2599,36973,3
2600,36977,3
2601,36991,7
2602,36994,10
2603,36999,3
2604,37013,7
2605,37014,10
2606,37016,7
2607,37018,2
2608,37020,5
2609,37046,10
2610,37063,8
2611,37064,7
2612,37069,3
2613,37091,7
2614,37113,7
2615,37114,10
2616,37127,3
2617,37129,3
2618,37149,10
2619,37158,3
2620,37166,7
2621,37168,9
2622,37182,7
2623,37193,3
2624,37194,9
2625,37233,8
2626,37240,4
2627,37242,10
2628,37248,10
2629,37258,6
2630,37259,3
2631,37304,7
2632,37306,3
2633,37327,8
2634,37329,5
2635,37336,10
2636,37337,6
2637,37354,8
2638,37358,10
2639,37360,6
2640,37370,3
2641,37411,8
2642,37413,7
2643,37417,10
2644,37419,3
2645,37420,6
2646,37435,4
2647,37437,1
2648,37451,9
2649,37487,1
2650,37490,2
2651,37495,1
2652,37502,10
2653,37505,10
2654,37512,7
2655,37516,4
2656,37541,3
2657,37542,3
2658,37551,3
2659,37557,6
2660,37564,10
2661,37573,8
2662,37575,2
2663,37586,8
2664,37590,1
2665,37593,9
2666,37597,10
2667,37605,2
2668,37609,2
2669,37617,3
2670,37624,10
2671,37626,9
2672,37629,9
2673,37631,1
2674,37639,10
2675,37642,1
2676,37654,10
2677,37655,10
2678,37661,7
2679,37690,10
2680,37698,8
2681,37702,3
2682,37709,7
2683,37728,8
2684,37743,7
2685,37745,1
2686,37752,3
2687,37756,3
2688,37764,4
2689,37770,10
2690,37781,10
2691,37809,8
2692,37828,8
2693,37847,6
2694,37864,3
2695,37898,7
2696,37938,8
2697,37945,9
2698,37962,2
2699,37970,2
2700,37988,3
2701,38017,10
2702,38029,5
2703,38034,10
2704,38035,2
2705,38051,2
2706,38055,10
2707,38056,4
2708,38067,5
2709,38075,4
2710,38076,3
2711,38080,8
2712,38088,6
2713,38100,4
2714,38109,2
2715,38127,3
2716,38133,2
2717,38149,7
2718,38151,7
2719,38156,3
2720,38162,10
2721,38170,5
2722,38302,3
2723,38329,3
2724,38331,8
2725,38332,8
2726,38339,10
2727,38340,7
2728,38349,3
2729,38360,10
2730,38398,4
2731,38399,10
2732,38403,4
2733,38436,3
2734,38454,1
2735,38467,9
2736,38469,10
2737,38480,6
2738,38487,4
2739,38488,10
2740,38526,2
2741,38540,6
2742,38545,4
2743,38572,3
2744,38634,2
2745,38650,3
2746,38651,1
2747,38660,6
2748,38668,7
2749,38679,10
2750,38682,5
2751,38687,7
2752,38706,7
2753,38707,10
2754,38708,3
2755,38709,5
2756,38710,10
2757,38718,10
2758,38749,4
2759,38758,8
2760,38761,10
2761,38764,10
2762,38804,6
2763,38823,10
2764,38883,2
2765,38889,5
2766,38891,5
2767,38923,4
2768,38924,9
2769,38929,6
2770,38936,3
2771,38943,4
2772,38950,4
2773,38958,4
2774,38981,3
2775,38985,10
2776,38986,2
2777,38993,4
2778,38994,10
2779,38996,3
2780,38998,8
2781,38999,8
2782,39001,8
2783,39003,3
2784,39004,4
2785,39008,8
2786,39009,2
2787,39011,10
2788,39024,4
2789,39028,2
2790,39032,8
2791,39036,8
2792,39046,1
2793,39047,7
2794,39048,4
2795,39053,10
2796,39056,4
2797,39058,7
2798,39059,6
2799,39061,2
2800,39069,9
2801,39082,7
2802,39088,3
2803,39115,4
2804,39119,6
2805,39120,7
2806,39155,10
2807,39170,3
2808,39173,4
2809,39186,10
2810,39197,2
2811,39209,5
2812,39215,4
2813,39216,10
2814,39218,9
2815,39227,3
2816,39234,2
2817,39246,8
2818,39249,2
2819,39256,6
2820,39258,5
2821,39273,6
2822,39276,8
2823,39286,10
2824,39288,4
2825,39300,8
2826,39304,4
2827,39307,2
2828,39316,7
2829,39326,10
2830,39334,6
2831,39340,7
2832,39347,6
2833,39357,10
2834,39361,4
2835,39364,10
2836,39369,8
2837,39373,1
2838,39381,3
2839,39406,9
2840,39407,10
2841,39410,8
2842,39412,10
2843,39435,8
2844,39441,4
2845,39451,3
2846,39457,5
2847,39482,8
2848,39515,10
2849,39518,3
2850,39519,3
2851,39525,9
2852,39528,7
2853,39529,3
2854,39535,3
2855,39547,10
2856,39563,8
2857,39575,10
2858,39596,10
2859,39599,1
2860,39601,2
2861,39606,10
2862,39616,7
2863,39621,10
2864,39627,4
2865,39638,5
2866,39664,3
2867,39673,1
2868,39675,10
2869,39686,5
2870,39689,8
2871,39699,1
2872,39700,8
2873,39704,6
2874,39718,8
2875,39727,2
2876,39729,1
2877,39731,8
2878,39732,2
2879,39736,4
2880,39738,10
2881,39747,3
2882,39753,6
2883,39758,3
2884,39771,10
2885,39775,2
2886,39789,6
2887,39791,7
2888,39794,10
2889,39797,8
2890,39802,7
2891,39810,8
2892,39815,3
2893,39826,10
2894,39831,1
2895,39834,9
2896,39841,4
2897,39844,1
2898,39862,2
2899,39870,10
2900,39871,2
2901,39895,6
2902,39913,2
2903,39921,3
2904,39924,2
2905,39939,4
2906,39953,4
2907,39956,8
2908,39957,3
2909,39968,2
2910,39973,8
2911,39978,8
2912,39979,5
2913,39982,6
2914,39991,4
2915,39993,10
2916,39994,7
2917,39999,8
2918,40014,10
2919,40025,1
2920,40039,9
2921,40041,6
2922,40042,3
2923,40047,8
2924,40060,8
2925,40061,5
2926,40070,3
2927,40080,6
2928,40094,4
2929,40095,10
2930,40100,7
2931,40101,2
2932,40104,3
2933,40106,3
2934,40108,3
2935,40111,10
2936,40118,2
2937,40120,6
2938,40134,1
2939,40142,4
2940,40144,10
2941,40151,10
2942,40165,2
2943,40171,3
2944,40179,8
2945,40185,3
2946,40196,8
2947,40198,7
2948,40202,6
2949,40204,9
2950,40205,3
2951,40211,8
2952,40218,3
2953,40240,4
2954,40241,8
2955,40242,3
2956,40246,7
2957,40255,3
2958,40261,7
2959,40266,3
2960,40272,10
2961,40290,8
2962,40292,6
2963,40297,6
2964,40302,4
2965,40303,10
2966,40304,6
2967,40306,7
2968,40318,10
2969,40329,6
2970,40334,5
2971,40335,10
2972,40352,10
2973,40361,4
2974,40369,4
2975,40376,2
2976,40380,8
2977,40385,3
2978,40387,10
2979,40388,7
2980,40401,5
2981,40407,10
2982,40413,1
2983,40448,6
2984,40452,3
2985,40455,2
2986,40472,8
2987,40474,7
2988,40493,2
2989,40495,2
2990,40509,5
2991,40510,6
2992,40518,1
2993,40531,3
2994,40533,9
2995,40546,6
2996,40562,10
2997,40574,9
2998,40584,2
2999,40596,7
3000,40598,6
3001,40600,3
3002,40606,10
3003,40621,2
3004,40626,2
3005,40642,1
3006,40647,7
3007,40650,8
3008,40660,4
3009,40666,7
3010,40667,10
3011,40675,7
3012,40686,10
3013,40687,9
3014,40698,10
3015,40701,1
3016,40704,1
3017,40705,7
3018,40710,4
3019,40732,3
3020,40733,3
3021,40747,9
3022,40755,6
3023,40757,10
3024,40773,3
3025,40776,6
3026,40779,1
3027,40794,6
3028,40804,8
3029,40819,5
3030,40820,8
3031,40821,2
3032,40866,1
3033,40870,10
3034,40877,3
3035,40879,10
3036,40891,4
3037,40903,3
3038,40915,3
3039,40919,9
3040,40920,7
3041,40926,7
3042,40935,3
