,Users_ID,Clusters
3043,40938,5
3044,40947,2
3045,40954,10
3046,40958,10
3047,40962,9
3048,40972,9
3049,40973,4
3050,40980,4
3051,40986,1
3052,40988,10
3053,41042,4
3054,41059,10
3055,41065,3
3056,41066,7
3057,41075,3
3058,41086,9
3059,41120,3
3060,41122,10
3061,41124,1
3062,41126,10
3063,41133,6
3064,41139,7
3065,41141,3
3066,41142,7
3067,41149,8
3068,41156,7
3069,41162,10
3070,41197,10
3071,41199,3
3072,41200,8
3073,41204,10
3074,41205,1
3075,41211,7
3076,41221,4
3077,41224,1
3078,41233,8
3079,41235,5
3080,41252,4
3081,41257,6
3082,41265,4
3083,41272,7
3084,41281,3
3085,41283,5
3086,41301,4
3087,41326,10
3088,41327,4
3089,41347,1
3090,41348,3
3091,41361,3
3092,41364,2
3093,41367,1
3094,41392,1
3095,41406,2
3096,41409,7
3097,41427,7
3098,41434,3
3099,41437,5
3100,41440,7
3101,41451,10
3102,41455,4
3103,41456,4
3104,41469,2
3105,41478,7
3106,41481,7
3107,41483,1
3108,41485,10
3109,41496,6
3110,41505,7
3111,41511,7
3112,41515,3
3113,41549,10
3114,41552,10
3115,41558,7
3116,41567,10
3117,41585,5
3118,41595,10
3119,41602,10
3120,41603,3
3121,41608,10
3122,41628,7
3123,41633,3
3124,41648,3
3125,41661,1
3126,41674,8
3127,41685,4
3128,41691,10
3129,41694,3
3130,41722,4
3131,41727,1
3132,41733,5
3133,41735,3
3134,41742,4
3135,41744,7
3136,41752,8
3137,41768,1
3138,41810,8
3139,41821,7
3140,41824,7
3141,41825,8
3142,41832,5
3143,41836,10
3144,41837,9
3145,41839,4
3146,41844,10
3147,41848,8
3148,41851,3
3149,41853,8
3150,41860,3
3151,41871,7
3152,41883,3
3153,41888,10
3154,41897,7
3155,41908,3
3156,41912,9
3157,41914,8
3158,41915,1
3159,41927,4
3160,41932,1
3161,41942,4
3162,41943,3
3163,41944,3
3164,41948,10
3165,41949,4
3166,41952,10
3167,41954,3
3168,41956,1
3169,41964,5
3170,41965,3
3171,41967,7
3172,41972,10
3173,41982,8
3174,41987,1
3175,41992,1
3176,41995,3
3177,41997,10
3178,42003,7
3179,42004,6
3180,42026,8
3181,42030,7
3182,42034,3
3183,42037,7
3184,42041,3
3185,42049,3
3186,42050,3
3187,42055,3
3188,42061,3
3189,42063,10
3190,42067,3
3191,42071,2
3192,42072,9
3193,42086,9
3194,42088,2
3195,42096,1
3196,42097,3
3197,42103,6
3198,42106,1
3199,42108,3
3200,42110,4
3201,42125,10
3202,42131,7
3203,42133,1
3204,42135,3
3205,42136,6
3206,42149,3
3207,42152,8
3208,42154,8
3209,42155,7
3210,42157,9
3211,42175,3
3212,42184,3
3213,42187,9
3214,42189,3
3215,42195,1
3216,42200,10
3217,42204,10
3218,42219,8
3219,42224,10
3220,42236,6
3221,42246,9
3222,42249,10
3223,42251,2
3224,42254,6
3225,42258,8
3226,42275,6
3227,42276,2
3228,42285,7
3229,42295,3
3230,42299,9
3231,42301,3
3232,42314,6
3233,42320,3
3234,42326,2
3235,42328,3
3236,42335,6
3237,42338,1
3238,42346,3
3239,42353,10
3240,42364,3
3241,42366,3
3242,42369,7
3243,42378,4
3244,42380,4
3245,42384,5
3246,42387,8
3247,42391,3
3248,42395,5
3249,42402,8
3250,42403,1
3251,42405,3
3252,42409,3
3253,42417,8
3254,42422,8
3255,42427,1
3256,42431,9
3257,42432,8
3258,42433,7
3259,42436,2
3260,42445,7
3261,42447,3
3262,42457,2
3263,42469,3
3264,42474,1
3265,42475,8
3266,42477,1
3267,42480,7
3268,42481,3
3269,42485,7
3270,42487,4
3271,42489,4
3272,42491,10
3273,42501,7
3274,42518,10
3275,42525,6
3276,42534,6
3277,42535,2
3278,42546,10
3279,42547,3
3280,42548,10
3281,42551,3
3282,42557,3
3283,42568,4
3284,42574,3
3285,42580,3
3286,42581,1
3287,42593,5
3288,42595,9
3289,42597,10
3290,42607,10
3291,42612,3
3292,42613,3
3293,42620,3
3294,42621,9
3295,42627,5
3296,42628,2
3297,42632,7
3298,42634,10
3299,42638,10
3300,42641,2
3301,42646,2
3302,42653,10
3303,42656,4
3304,42664,7
3305,42665,4
3306,42666,4
3307,42691,7
3308,42693,8
3309,42695,8
3310,42701,7
3311,42702,3
3312,42706,10
3313,42712,1
3314,42713,3
3315,42731,8
3316,42738,1
3317,42742,10
3318,42744,10
3319,42762,10
3320,42771,9
3321,42777,8
3322,42779,1
3323,42790,8
3324,42792,3
3325,42795,7
3326,42796,8
3327,42802,8
3328,42805,7
3329,42808,3
3330,42823,6
3331,42831,10
3332,42835,8
3333,42843,4
3334,42847,3
3335,42866,7
3336,42867,6
3337,42869,10
3338,42876,7
3339,42879,2
3340,42899,5
3341,42920,10
3342,42924,3
3343,42925,1
3344,42932,1
3345,42933,4
3346,42937,4
3347,42938,10
3348,42951,4
3349,42960,3
3350,42972,4
3351,42979,8
3352,42985,7
3353,42990,10
3354,42991,1
3355,43004,4
3356,43011,4
3357,43013,7
3358,43014,2
3359,43020,3
3360,43028,10
3361,43039,1
3362,43042,6
3363,43044,7
3364,43046,10
3365,43054,5
3366,43057,8
3367,43064,6
3368,43067,3
3369,43068,6
3370,43079,8
3371,43086,3
3372,43092,3
3373,43122,2
3374,43126,8
3375,43127,3
3376,43136,10
3377,43150,5
3378,43151,2
3379,43154,7
3380,43160,7
3381,43169,7
3382,43172,8
3383,43185,3
3384,43186,3
3385,43187,10
3386,43203,3
3387,43206,4
3388,43217,8
3389,43219,3
3390,43223,2
3391,43236,3
3392,43239,4
3393,43248,4
3394,43251,7
3395,43261,10
3396,43262,10
3397,43268,10
3398,43275,1
3399,43288,10
3400,43290,3
3401,43298,6
3402,43317,10
3403,43337,3
3404,43345,10
3405,43380,1
3406,43384,7
3407,43392,10
3408,43398,10
3409,43407,10
3410,43411,2
3411,43416,7
3412,43417,10
3413,43418,3
3414,43427,5
3415,43430,10
3416,43431,8
3417,43436,3
3418,43437,10
3419,43453,10
3420,43459,7
3421,43469,7
3422,43482,2
3423,43486,8
3424,43490,8
3425,43499,10
3426,43516,1
3427,43523,3
3428,43527,3
3429,43528,3
3430,43536,10
3431,43547,3
3432,43550,8
3433,43551,10
3434,43552,3
3435,43553,7
3436,43557,10
3437,43559,6
3438,43560,3
3439,43563,8
3440,43567,10
3441,43568,6
3442,43574,4
3443,43578,5
3444,43584,7
3445,43591,3
3446,43593,7
3447,43604,10
3448,43607,10
3449,43613,1
3450,43620,4
3451,43627,9
3452,43640,3
3453,43645,10
3454,43663,4
3455,43666,10
3456,43670,8
3457,43671,10
3458,43675,2
3459,43685,1
3460,43696,2
3461,43697,7
3462,43699,3
3463,43703,8
3464,43706,3
3465,43709,3
3466,43714,3
3467,43732,10
3468,43737,3
3469,43743,5
3470,43744,2
3471,43748,1
3472,43757,4
3473,43759,7
3474,43767,7
3475,43773,2
3476,43780,3
3477,43782,4
3478,43792,5
3479,43808,3
3480,43811,4
3481,43813,7
3482,43815,7
3483,43818,4
3484,43824,1
3485,43825,3
3486,43828,7
3487,43830,10
3488,43831,7
3489,43832,5
3490,43837,3
3491,43840,7
3492,43850,3
3493,43851,3
3494,43853,3
3495,43859,6
3496,43875,8
3497,43877,3
3498,43891,5
3499,43901,1
3500,43902,3
3501,43903,1
3502,43914,8
3503,43915,2
3504,43931,10
3505,43933,7
3506,43937,10
3507,43945,3
3508,43946,3
3509,43947,3
3510,43949,4
3511,43951,5
3512,43952,8
3513,43965,10
3514,43967,4
3515,43981,8
3516,43983,7
3517,43994,3
3518,44003,3
3519,44007,3
3520,44008,3
3521,44009,6
3522,44016,4
3523,44018,3
3524,44022,4
3525,44031,3
3526,44035,10
3527,44038,3
3528,44042,2
3529,44047,9
3530,44048,1
3531,44065,3
3532,44068,10
3533,44069,9
3534,44076,3
3535,44081,3
3536,44092,8
3537,44098,3
3538,44107,2
3539,44117,8
3540,44121,7
3541,44123,3
3542,44127,4
3543,44129,8
3544,44131,3
3545,44144,5
3546,44148,3
3547,44153,2
3548,44161,10
3549,44167,3
3550,44176,7
3551,44179,7
3552,44185,6
3553,44187,9
3554,44190,3
3555,44194,3
3556,44203,1
3557,44204,3
3558,44209,8
3559,44216,1
3560,44219,4
3561,44222,10
3562,44223,1
3563,44225,3
3564,44231,1
3565,44235,10
3566,44237,3
3567,44241,7
3568,44244,6
3569,44245,10
3570,44260,8
3571,44261,10
3572,44262,2
3573,44263,5
3574,44266,1
3575,44268,10
3576,44270,3
3577,44273,3
3578,44276,2
3579,44279,10
3580,44283,3
3581,44285,10
3582,44286,3
3583,44290,10
3584,44291,3
3585,44293,8
3586,44300,3
3587,44301,1
3588,44303,3
3589,44306,3
3590,44310,1
3591,44313,10
3592,44315,3
3593,44319,10
3594,44320,3
3595,44324,1
3596,44327,7
3597,44331,3
3598,44332,6
3599,44341,10
3600,44343,3
3601,44350,4
3602,44351,4
3603,44352,3
3604,44353,4
3605,44358,1
3606,44359,7
3607,44361,5
3608,44362,6
3609,44364,3
3610,44365,8
3611,44366,3
3612,44368,1
3613,44370,3
3614,44373,3
3615,44376,10
3616,44377,3
3617,44379,3
3618,44380,3
3619,44382,3
3620,44384,1
3621,44387,3
3622,44389,1
3623,44391,2
3624,44392,10
3625,44394,3
3626,44395,1
3627,44398,4
3628,44401,9
3629,44402,7
3630,44411,6
3631,44419,2
3632,44424,3
3633,44426,6
3634,44428,3
3635,44432,10
3636,44438,1
3637,44443,3
3638,44448,3
3639,44449,3
3640,44453,2
3641,44460,3
3642,44465,6
3643,44470,7
3644,44471,2
3645,44472,10
3646,44474,3
3647,44476,3
3648,44480,3
3649,44486,2
3650,44489,2
3651,44495,4
3652,44500,3
3653,44503,2
3654,44507,2
3655,44509,3
3656,44510,2
3657,44514,3
3658,44516,3
3659,44529,3
3660,44530,4
3661,44531,3
3662,44534,2
3663,44535,3
3664,44537,3
3665,44538,10
3666,44543,6
3667,44544,4
3668,44551,6
3669,44553,8
3670,44554,9
3671,44555,10
3672,44557,3
3673,44561,10
3674,44563,3
3675,44564,3
3676,44565,7
3677,44566,6
3678,44568,2
3679,44571,3
3680,44573,6
3681,44579,4
3682,44580,3
3683,44583,3
3684,44585,6
3685,44587,10
3686,44589,6
3687,44590,3
3688,44595,10
3689,44596,3
3690,44600,6
3691,44601,8
3692,44602,3
3693,44604,9
3694,44606,8
3695,44607,3
3696,44610,7
3697,44612,4
3698,44613,3
3699,44615,5
3700,44621,10
3701,44624,3
3702,44625,2
3703,44626,10
3704,44634,3
3705,44635,6
3706,44638,3
3707,44648,7
3708,44652,3
3709,44653,2
3710,44654,5
3711,44655,6
3712,44656,3
3713,44661,2
3714,44662,6
3715,44665,10
3716,44666,3
3717,44667,6
3718,44668,4
3719,44669,4
3720,44671,6
3721,44672,2
3722,44675,4
3723,44677,2
3724,44678,2
3725,44679,3
3726,44683,7
3727,44685,6
3728,44691,2
3729,44692,3
3730,44693,3
3731,44694,4
3732,44702,10
3733,44704,4
3734,44709,3
3735,44711,4
3736,44712,2
3737,44713,4
3738,44715,4
3739,44716,3
3740,44717,7
3741,44723,10
3742,44724,3
3743,44725,2
3744,44729,4
3745,44730,4
3746,44739,10
3747,44740,4
3748,44741,3
3749,44747,4
3750,44750,5
3751,44752,3
3752,44753,3
3753,44755,3
3754,44756,3
3755,44759,10
3756,44760,10
3757,44761,2
3758,44762,3
3759,44766,2
3760,44767,3
3761,44770,2
3762,44772,4
3763,44775,2
3764,44776,2
3765,44777,3
3766,44781,3
3767,44785,4
3768,44789,3
3769,44791,9
3770,44792,4
3771,44794,7
3772,44795,3
3773,44796,9
3774,44797,3
3775,44798,3
3776,44799,3
3777,44800,4
3778,44802,10
3779,44812,4
3780,44813,4
3781,44817,3
3782,44818,4
3783,44824,10
3784,44827,4
3785,44830,4
3786,44839,3
3787,44841,2
3788,44842,2
3789,44843,2
3790,44844,4
3791,44845,3
3792,44847,10
3793,44854,10
3794,44855,3
3795,44859,10
3796,44861,3
3797,44871,3
3798,44872,3
3799,44876,7
3800,44879,3
3801,44882,7
3802,44884,3
3803,44889,3
3804,44891,10
3805,44894,7
3806,44895,3
3807,44901,10
3808,44903,10
3809,44915,7
3810,44917,3
3811,44922,3
3812,44924,7
3813,44935,7
3814,44937,10
3815,44938,10
3816,44939,7
3817,44945,10
3818,44950,3
3819,44957,10
3820,44961,7
3821,44963,7
3822,44966,3
3823,44968,10
3824,44972,3
3825,44984,10
3826,44985,3
3827,44988,10
3828,44989,3
3829,44997,7
3830,45000,3
3831,45002,7
3832,45005,7
3833,45010,7
3834,45018,3
3835,45022,3
3836,45023,7
3837,45026,7
3838,45035,9
3839,45039,7
3840,45041,7
3841,45047,10
3842,45051,7
3843,45052,3
3844,45054,9
3845,45061,3
3846,45062,3
3847,45067,9
3848,45068,7
3849,45072,3
3850,45076,7
3851,45077,3
3852,45079,7
3853,45089,3
3854,45090,9
3855,45092,7
3856,45093,7
3857,45096,3
3858,45101,10
3859,45102,9
3860,45105,7
3861,45108,3
3862,45111,9
3863,45116,3
3864,45118,7
3865,45120,9
3866,45131,10
3867,45136,10
3868,45138,10
3869,45144,3
3870,45145,9
3871,45149,7
3872,45150,3
3873,45151,10
3874,45157,10
3875,45159,7
3876,45171,10
3877,45177,7
3878,45180,3
3879,45182,3
3880,45186,7
3881,45193,10
3882,45195,7
3883,45196,3
3884,45202,3
3885,45203,7
3886,45204,3
3887,45207,7
3888,45210,3
3889,45211,3
3890,45214,7
3891,45215,3
3892,45216,7
3893,45218,7
3894,45219,7
3895,45222,3
3896,45225,7
3897,45226,10
3898,45228,7
3899,45229,7
3900,45230,3
3901,45231,10
3902,45238,3
3903,45239,10
3904,45243,10
3905,45246,10
3906,45249,7
3907,45250,7
3908,45257,7
3909,45261,7
3910,45262,7
3911,45266,3
3912,45267,10
3913,45273,10
3914,45280,10
3915,45284,10
3916,45289,3
3917,45290,7
3918,45293,10
3919,45294,3
3920,45295,7
3921,45296,10
3922,45297,10
3923,45301,3
3924,45302,7
3925,45304,7
3926,45310,9
3927,45311,7
3928,45313,10
3929,45315,7
3930,45317,9
3931,45321,3
3932,45329,7
3933,45339,10
3934,45341,3
3935,45344,10
3936,45346,7
3937,45347,3
3938,45348,10
3939,45351,10
3940,45355,10
3941,45357,7
3942,45359,7
3943,45360,7
3944,45362,3
3945,45363,7
3946,45365,9
3947,45366,7
3948,45370,10
3949,45371,3
3950,45375,10
3951,45378,3
3952,45380,3
3953,45381,3
3954,45382,7
3955,45385,9
3956,45386,7
3957,45387,10
3958,45393,7
3959,45396,7
3960,45400,9
3961,45402,10
3962,45404,10
3963,45406,3
3964,45410,10
3965,45415,7
3966,45416,10
3967,45417,9
3968,45418,3
3969,45419,10
3970,45421,3
3971,45422,10
3972,45425,10
3973,45426,3
3974,45431,10
3975,45437,3
3976,45442,7
3977,45443,9
3978,45446,10
3979,45447,10
3980,45449,7
3981,45454,3
3982,45455,10
3983,45458,10
3984,45459,10
3985,45461,10
3986,45462,10
3987,45463,3
3988,45467,10
3989,45469,10
3990,45472,7
3991,45473,3
3992,45475,3
3993,45477,10
3994,45478,10
3995,45483,3
3996,45488,10
3997,45490,7
3998,45494,3
3999,45496,3
4000,45501,10
4001,45508,3
4002,45513,3
4003,45515,10
4004,45520,7
4005,45527,10
4006,45528,3
4007,45531,7
4008,45532,7
4009,45534,3
4010,45539,10
4011,45540,7
4012,45544,3
4013,45547,3
4014,45551,10
4015,45553,3
4016,45558,3
4017,45563,10
4018,45570,3
4019,45573,3
4020,45575,3
4021,45578,3
4022,45582,3
4023,45585,10
4024,45586,10
4025,45588,10
4026,45592,7
4027,45593,7
4028,45597,10
4029,45603,3
4030,45605,10
4031,45611,7
4032,45618,10
4033,45630,7
4034,45632,7
4035,45637,7
4036,45644,3
4037,45646,7
4038,45650,7
4039,45652,10
4040,45653,10
4041,45655,3
4042,45661,3
4043,45662,10
4044,45666,3
4045,45669,3
4046,45672,10
4047,45674,3
4048,45677,7
4049,45681,7
4050,45683,7
4051,45684,7
4052,45686,9
4053,45687,10
4054,45688,7
4055,45689,7
4056,45695,3
4057,45701,7
4058,45703,7
4059,45707,7
4060,45711,7
4061,45720,3
4062,45722,7
4063,45723,3
4064,45724,7
4065,45728,7
4066,45729,3
4067,45741,7
4068,45743,10
4069,45746,7
4070,45747,3
4071,45749,7
4072,45753,9
4073,45754,7
4074,45756,3
4075,45764,7
4076,45765,3
4077,45766,7
4078,45767,7
4079,45769,3
4080,45770,7
4081,45771,10
4082,45777,3
4083,45781,9
4084,45784,7
4085,45787,3
4086,45798,7
4087,45800,7
4088,45805,10
4089,45809,7
4090,45810,3
4091,45811,7
4092,45812,3
4093,45819,7
4094,45820,7
4095,45821,10
4096,45826,7
4097,45828,7
4098,45832,10
4099,45833,10
4100,45835,3
4101,45843,10
4102,45845,7
4103,45847,3
4104,45849,10
4105,45850,3
4106,45852,7
4107,45856,7
4108,45857,7
4109,45861,9
4110,45863,7
4111,45864,7
4112,45867,7
4113,45868,10
4114,45872,3
4115,45873,3
4116,45874,7
4117,45878,9
4118,45882,9
4119,45884,7
4120,45886,3
4121,45889,7
4122,45890,10
4123,45911,3
4124,45913,10
4125,45920,10
4126,45927,3
4127,45930,10
4128,45932,9
4129,45933,10
4130,45935,3
4131,45939,10
4132,45941,10
4133,45942,10
4134,45944,10
4135,45946,10
4136,45947,10
4137,45958,3
4138,45959,9
4139,45962,3
4140,45963,3
4141,45964,9
4142,45965,3
4143,45966,10
4144,45967,3
4145,45974,10
4146,45981,3
4147,45983,3
4148,45991,9
4149,45995,10
4150,45997,10
4151,45999,9
4152,46002,10
4153,46005,3
4154,46012,10
4155,46018,10
4156,46019,9
4157,46020,3
4158,46025,3
4159,46026,10
4160,46031,3
4161,46042,3
4162,46046,3
4163,46047,10
4164,46048,3
4165,46050,3
4166,46055,10
4167,46057,10
4168,46058,10
4169,46060,10
4170,46065,3
4171,46067,3
4172,46068,10
4173,46070,3
4174,46071,10
4175,46073,3
4176,46074,10
4177,46077,10
4178,46083,3
4179,46085,10
4180,46086,3
4181,46088,10
4182,46090,10
4183,46093,3
4184,46102,10
4185,46110,9
4186,46119,9
4187,46121,3
4188,46123,10
4189,46124,9
4190,46129,10
4191,46130,10
4192,46135,9
4193,46139,10
4194,46140,9
4195,46144,10
4196,46147,10
4197,46154,10
4198,46161,10
4199,46164,10
4200,46165,10
4201,46166,10
4202,46169,3
4203,46172,10
4204,46181,10
4205,46188,3
4206,46192,3
4207,46195,9
4208,46202,9
4209,46206,10
4210,46209,3
4211,46217,9
4212,46224,10
4213,46226,10
4214,46227,3
4215,46228,3
4216,46229,10
4217,46231,10
4218,46237,3
4219,46239,3
4220,46249,10
4221,46252,9
4222,46255,3
4223,46264,10
4224,46267,3
4225,46270,3
4226,46275,3
4227,46281,9
4228,46291,3
4229,46300,10
4230,46305,9
4231,46308,10
4232,46311,3
4233,46312,10
4234,46317,3
4235,46318,9
4236,46319,3
4237,46320,3
4238,46321,9
4239,46324,10
4240,46325,3
4241,46327,3
4242,46328,10
4243,46334,3
4244,46335,10
4245,46336,3
4246,46338,3
4247,46339,9
4248,46347,3
4249,46349,3
4250,46350,10
4251,46351,10
4252,46352,3
4253,46357,3
4254,46358,10
4255,46359,10
4256,46361,3
4257,46366,10
4258,46367,10
4259,46369,9
4260,46370,10
4261,46373,9
4262,46374,3
4263,46376,10
4264,46378,3
4265,46379,10
4266,46382,10
4267,46384,10
4268,46386,10
4269,46387,10
4270,46389,10
4271,46390,9
4272,46391,9
4273,46392,9
4274,46393,3
4275,46394,10
4276,46395,10
4277,46399,10
4278,46400,10
4279,46401,3
4280,46403,10
4281,46405,10
4282,46407,3
4283,46408,9
4284,46409,9
4285,46410,3
4286,46413,3
4287,46414,3
4288,46416,3
4289,46417,10
4290,46419,10
4291,46420,3
4292,46421,10
4293,46425,10
4294,46426,10
4295,46427,10
4296,46428,10
4297,46434,3
4298,46436,10
4299,46438,10
4300,46439,10
4301,46441,3
4302,46442,10
4303,46445,10
4304,46449,3
4305,46450,10
4306,46455,3
4307,46456,10
4308,46457,10
4309,46458,10
4310,46459,3
4311,46461,3
4312,46463,10
4313,46470,3
4314,46475,3
4315,46476,3
4316,46479,10
4317,46481,3
4318,46484,3
4319,46485,10
4320,46487,10
4321,46489,10
4322,46490,10
4323,46491,9
4324,46492,10
4325,46493,3
4326,46494,3
4327,46496,9
4328,46502,10
4329,46503,10
4330,46505,9
4331,46506,3
4332,46510,3
4333,46511,3
4334,46518,10
4335,46522,10
4336,46527,3
4337,46533,10
4338,46534,10
4339,46538,10
4340,46541,9
4341,46543,10
4342,46545,10
4343,46546,10
4344,46547,10
4345,46548,10
4346,46551,9
4347,46553,3
4348,46557,10
4349,46558,10
4350,46561,10
4351,46563,10
4352,46566,9
4353,46568,10
4354,46571,10
4355,46573,10
4356,46576,10
4357,46578,3
4358,46582,10
4359,46587,10
4360,46589,3
4361,46593,9
4362,46600,3
4363,46608,9
4364,46611,10
4365,46615,3
4366,46618,10
4367,46623,10
4368,46625,3
4369,46627,10
4370,46633,10
4371,46635,3
4372,46638,3
4373,46639,10
4374,46643,10
4375,46644,3
4376,46647,10
4377,46648,9
4378,46653,10
4379,46658,9
4380,46660,3
4381,46661,10
4382,46665,10
4383,46666,10
4384,46668,10
4385,46669,9
4386,46670,9
4387,46673,10
4388,46674,9
4389,46676,3
4390,46686,10
4391,46687,3
4392,46691,3
4393,46692,3
4394,46696,3
4395,46702,10
4396,46705,9
4397,46707,10
4398,46708,10
4399,46710,3
4400,46712,9
4401,46714,10
4402,46715,3
4403,46717,10
4404,46720,9
4405,46721,10
4406,46728,10
4407,46730,9
4408,46732,9
4409,46740,10
4410,46743,10
4411,46745,10
4412,46749,10
4413,46752,3
4414,46756,9
4415,46760,9
4416,46761,3
4417,46762,10
4418,46768,10
4419,46778,9
4420,46779,9
4421,46785,10
4422,46786,10
4423,46796,10
4424,46799,9
4425,46804,3
4426,46805,10
4427,46810,9
4428,46815,9
4429,46816,10
4430,46817,9
4431,46823,9
4432,46824,9
4433,46825,3
4434,46829,9
4435,46830,3
4436,46832,3
4437,46833,9
4438,46834,9
4439,46840,3
4440,46844,3
4441,46847,10
4442,46853,10
4443,46854,3
4444,46861,9
4445,46864,9
4446,46865,9
4447,46870,3
4448,46873,3
4449,46878,9
4450,46880,9
4451,46882,9
4452,46886,9
4453,46887,9
4454,46895,9
4455,46900,9
4456,46903,3
4457,46906,9
4458,46911,3
4459,46916,9
4460,46920,9
4461,46921,3
4462,46934,10
4463,46937,9
4464,46940,3
4465,46946,10
4466,46947,10
4467,46948,9
4468,46963,9
4469,46964,10
4470,46966,10
4471,46968,3
4472,46984,9
4473,46986,9
4474,46988,10
4475,46992,9
4476,46993,10
4477,46994,10
4478,46999,3
4479,47001,9
4480,47002,10
4481,47009,9
4482,47018,9
4483,47019,10
4484,47022,10
4485,47031,9
4486,47032,9
4487,47033,10
4488,47035,9
4489,47043,9
4490,47044,9
4491,47045,3
4492,47047,10
4493,47054,9
4494,47057,10
4495,47058,3
4496,47059,9
4497,47067,3
4498,47068,10
4499,47073,10
4500,47074,3
4501,47077,3
4502,47078,10
4503,47080,9
4504,47084,10
4505,47087,10
4506,47088,9
4507,47111,9
4508,47112,9
4509,47114,9
4510,47115,10
4511,47116,3
4512,47129,3
